id,name,lat,lng
24798,Malvik,63.3728,10.7508
24799,San Andres Timilpan,19.8667,-99.7333
24800,Sainte-Maxime,43.3089,6.6378
24801,Beasain,43.0458,-2.1894
24802,Tezu,27.9167,96.1667
24803,La Carlota,37.6667,-4.9333
24804,Fisciano,40.7667,14.8
24805,Schwaz,47.35,11.7
24806,Cotegipe,-12.0278,-44.2578
24807,Peumo,-34.4,-71.1667
24808,Wulong,23.3202,112.1901
24809,Taglio,45.0167,12.2167
24810,Angermunde,53.0333,14
24811,Hettstedt,51.6333,11.5
24812,Chudovo,59.1281,31.6592
24813,Bradley Gardens,40.5711,-74.6678
24814,Schiffdorf,53.5355,8.6622
24815,Det Udom,14.906,105.0784
24816,Hanover,40.8197,-74.4287
24817,Pomorie,42.5569,27.6405
24818,San Cristobal,-30.3105,-61.2372
24819,Greenlawn,40.863,-73.3642
24820,Koundara,12.48,-13.296
24821,Dom Feliciano,-30.7039,-52.1078
24822,Yanshuiguan,36.8252,110.2345
24823,Tafrant,34.625,-5.1242
24824,Robbinsdale,45.0261,-93.3332
24825,Valday,57.9667,33.25
24826,Pak Thong Chai,14.7302,102.0263
24827,Eching,48.3,11.6167
24828,Clewiston,26.7529,-80.9399
24829,Torrijos,39.9833,-4.2814
24830,Feldkirchen,46.7236,14.0919
24831,Zolote,48.6833,38.5167
24832,Nacozari Viejo,30.4833,-109.4667
24833,Itakura,36.2262,139.6022
24834,Furukawamen,33.2383,129.6506
24835,Markdorf,47.7208,9.3917
24836,Matican,42.6449,21.1918
24837,Jacarau,-6.6119,-35.2928
24838,Cienega de Flores,25.95,-100.1833
24839,Abadla,31.0167,-2.7333
24840,Warren,41.8433,-79.1445
24841,Chippewa Falls,44.9358,-91.3902
24842,Robbinsville,40.222,-74.591
24843,Lakinsk,56.0169,39.9494
24844,Artena,41.7333,12.9167
24845,West Nipissing / Nipissing Ouest,46.3667,-79.9167
24846,Assenede,51.2333,3.75
24847,Montfoort,52.045,4.9508
24848,Uslar,51.6597,9.6358
24849,Ocean View,38.5355,-75.0984
24850,Corat,40.5739,49.7036
24851,Glasgow,39.6015,-75.7474
24852,Langerwehe,50.8167,6.3497
24853,Cervignano del Friuli,45.8231,13.335
24854,Ostwald,48.5511,7.7136
24855,Tsukawaki,33.2833,131.1514
24856,Mapanas,12.475,125.254
24857,Bridgetown,39.1551,-84.6359
24858,Duvva,16.7792,81.6242
24859,Bor,37.8963,34.5627
24860,Yakhroma,56.2833,37.4833
24861,Warrington,30.3821,-87.2944
24862,Bhimadolu,16.8144,81.2617
24863,Midlothian,41.6254,-87.7243
24864,Estremoz,38.8422,-7.5881
24865,Ishikawa,37.1442,140.4522
24866,Denzlingen,48.0683,7.8825
24867,Eski Ikan,43.1833,68.5333
24868,Summerfield,38.9042,-76.8678
24869,Medvezhyegorsk,62.9171,34.4569
24870,Tenerife,9.8989,-74.8589
24871,Serafina Corea,-28.7119,-51.935
24872,El Barrio de la Soledad,16.8,-95.1167
24873,Coronel Bogado,-27.17,-56.25
24874,Cisnadie,45.7128,24.1508
24875,Bua Yai,15.5858,102.4337
24876,Zapolyarnyy,69.4167,30.8
24877,Hollins,37.3434,-79.9535
24878,Schwabmunchen,48.1789,10.755
24879,Raydah,15.8233,44.0386
24880,Mirandiba,-8.1189,-38.7278
24881,Rajnagar,23.95,87.32
24882,Rezzato,45.515,10.3175
24883,Takerbouzt,36.418,4.3428
24884,Cristopolis,-12.2339,-44.4208
24885,Santiago Ixtayutla,16.5667,-97.65
24886,Wang'anzhen,39.3989,114.9367
24887,Santol,16.7667,120.45
24888,Mountain Home,36.3348,-92.3846
24889,Alexander name,32.9242,-85.9361
24890,Korneuburg,48.3453,16.3331
24891,Svetlogorsk,54.9333,20.15
24892,Tarumirim,-19.2808,-42.0069
24893,Marechal Floriano,-20.4128,-40.6828
24894,Frei Miguelinho,-7.9408,-35.9106
24895,Sines,37.9546,-8.8644
24896,Orizona,-17.0308,-48.2958
24897,Santo Antonio dos Lopes,-4.8689,-44.36
24898,Nova Olinda,-7.0919,-39.6808
24899,Frankenberg,50.9108,13.0378
24900,Camden,34.2565,-80.6087
24901,Kouroussa,10.653,-9.892
24902,Tergnier,49.6558,3.2872
24903,Kashin,57.36,37.6039
24904,San Marcos,14.4,-88.95
24905,Bondeno,44.8894,11.4154
24906,Taki,34.4961,136.5461
24907,Dayr al Barsha,27.7572,30.91
24908,Otopeni,44.55,26.07
24909,Rosemere,45.6369,-73.8
24910,Dippoldiswalde,50.8933,13.6667
24911,Hooksett,43.0709,-71.4365
24912,Vinto,-17.3972,-66.3136
24913,Lubsko,51.7877,14.9724
24914,Toppenish,46.3806,-120.3123
24915,Ozark,31.4508,-85.6473
24916,Douglas,31.5065,-82.8543
24917,Kawaii,38.0044,140.0458
24918,Almoloya de Alquisiras,18.85,-99.85
24919,Malone,44.7957,-74.2857
24920,Itanhandu,-22.2958,-44.935
24921,Entre Rios de Minas,-20.6708,-44.0658
24922,Hamworthy,50.7207,-2.0109
24923,Jodoigne,50.7167,4.8667
24924,Sankt Leon-Rot,49.2653,8.5986
24925,North Auburn,38.9306,-121.0821
24926,Hard,47.4892,9.69
24927,Juan de Acosta,10.8286,-75.035
24928,Douar Hammadi,31.6,-8.4667
24929,Germasogeia,34.7181,33.0856
24930,Beloeil,50.5333,3.7167
24931,Shichinohe,40.7447,141.1578
24932,Mill Valley,37.9085,-122.5421
24933,Hokuei,35.49,133.7586
24934,Wennigsen,52.2742,9.5708
24935,Niederzier,50.8831,6.4667
24936,Cambados,42.5,-8.8
24937,Quakenbruck,52.6772,7.9575
24938,Tamaqua,40.8033,-75.9344
24939,Taruma,-22.7469,-50.5769
24940,Mistassini,48.8229,-72.2154
24941,Valenca,42.0282,-8.6339
24942,Hatten,53.0083,8.3167
24943,Destin,30.395,-86.4701
24944,Bou Izakarn,29.1754,-9.7064
24945,Ichtegem,51.1,3
24946,Amriswil,47.5497,9.3
24947,Ocher,57.8833,54.7167
24948,Maridi,4.9151,29.4769
24949,Champasak,14.8833,105.8667
24950,El Porvenir de Velasco Suarez,15.4556,-92.2794
24951,Zherdevka,51.8333,41.4667
24952,Hayashima,34.6006,133.8283
24953,Zayda,32.8167,-4.95
24954,Ad Dab`ah,31.0338,28.4333
24955,Boa Esperanca,-18.54,-40.2958
24956,Brasilandia,-17.01,-46.0089
24957,Murrhardt,48.9794,9.5783
24958,Venev,54.35,38.2667
24959,Puspokladany,47.3197,21.1139
24960,Salida,37.7145,-121.087
24961,Torquay,-38.3333,144.3167
24962,Lauchhammer,51.5,13.8
24963,Lewisville,36.103,-80.4164
24964,Sakaki,36.4619,138.1803
24965,Kings Park West,38.8151,-77.296
24966,Campos Altos,-19.6958,-46.1708
24967,Nilo Pecanha,-13.5989,-39.1069
24968,Kaoma,-14.7796,24.8
24969,Caln,40.0014,-75.7618
24970,Mirinzal,-2.065,-44.7839
24971,Capitao Eneas,-16.3239,-43.7108
24972,Minamiaizu,37.2003,139.7733
24973,Bad Ischl,47.7115,13.6239
24974,Eppstein,50.1401,8.392
24975,East Wenatchee,47.4174,-120.2822
24976,Golub-Dobrzyn,53.1,19.05
24977,Lindenhurst,42.4175,-88.0257
24978,Phillipsburg,40.6895,-75.1821
24979,Biatorbagy,47.4742,18.8236
24980,Uitgeest,52.5292,4.7103
24981,Covington,33.6049,-83.8465
24982,Reboucas,-25.6208,-50.6928
24983,Jefferson Valley-Yorktown,41.3179,-73.8007
24984,Piquete,-22.6136,-45.1761
24985,Rincon,32.2947,-81.2353
24986,Papagaios,-19.4489,-44.7478
24987,Baianopolis,-12.3058,-44.535
24988,California name,35.1578,-117.8721
24989,Taos,36.3871,-105.5804
24990,Raynham,41.9312,-71.0436
24991,Neuenkirchen,52.2411,7.3689
24992,Sale,-38.1,147.0667
24993,Marchtrenk,48.1917,14.1106
24994,Simoes,-7.5989,-40.8178
24995,Titiribi,6.0625,-75.7936
24996,North Branford,41.3645,-72.7769
24997,Seiro,37.9667,139.2667
24998,Beilen,52.8567,6.5111
24999,Pedro Velho,-6.4389,-35.2208
25000,Rio Piracicaba,-19.9289,-43.1739
25001,Hopatcong,40.9541,-74.6593
25002,Puerto Deseado,-47.75,-65.9167
25003,Hidalgo,26.109,-98.2463
25004,Isny im Allgau,47.6919,10.0394
25005,Kadena,26.3617,127.7553
25006,Cambridge,38.5515,-76.0786
25007,Abensberg,48.8167,11.8501
25008,Gardendale,33.6678,-86.8069
25009,Mucambo,-3.9089,-40.7469
25010,Antioch,42.4742,-88.0721
25011,Veglie,40.3333,17.9667
25012,Sidi Abdelkarim,33.1869,-7.2333
25013,Grand Falls,48.9578,-55.6633
25014,Olgiate Olona,45.6333,8.8833
25015,Mayrtup,43.2036,46.1322
25016,Kerben,41.5,71.75
25017,Rheinfelden,47.5539,7.7958
25018,Lakoucun,28.3412,119.9523
25019,Nioaque,-21.135,-55.83
25020,Ipiranga,-25.0239,-50.5839
25021,Zimnicea,43.6539,25.365
25022,Grunstadt,49.5692,8.1681
25023,San Ferdinando di Puglia,41.3,16.0667
25024,Kakunodatemachi,39.5963,140.562
25025,New Paltz,41.7577,-74.0883
25026,Nafpaktos,38.3917,21.8275
25027,Johnson name,42.123,-75.9624
25028,Arenoso,19.18,-69.85
25029,Novoulyanovsk,54.15,48.3833
25030,Kisanuki,31.3447,130.9453
25031,Astravyets,54.6136,25.9553
25032,San Vicente,17.5917,120.375
25033,Pilas,37.3017,-6.2986
25034,Narvik,68.4383,17.4278
25035,Fara in Sabina,42.2167,12.7333
25036,Hendersonville,35.3242,-82.4576
25037,Santiago Jocotepec,17.5833,-95.8833
25038,Lubben (Spreewald),51.95,13.9
25039,Clearview,44.3981,-80.0742
25040,Seabrook,29.5751,-95.0236
25041,Nelas,40.5167,-7.85
25042,Leverano,40.2833,18.0833
25043,Mashpee,41.6178,-70.4908
25044,Crowley,30.2175,-92.3752
25045,Sauk Rapids,45.5981,-94.1539
25046,Boutilimit,17.5504,-14.7
25047,Vetralla,42.3106,12.0792
25048,Greendale,42.9371,-88.0018
25049,Bedford,42.497,-71.2783
25050,Anatuya,-28.4667,-62.8333
25051,Chosei,35.4122,140.3542
25052,Jabbeke,51.1833,3.1
25053,Torre del Campo,37.7667,-3.8833
25054,Natanz,33.5111,51.9181
25055,Lockhart,29.8785,-97.6831
25056,New Franklin,40.9525,-81.5838
25057,Tamm,48.9217,9.1206
25058,Felixlandia,-18.7578,-44.8989
25059,Sanlucar la Mayor,37.3831,-6.2
25060,Phalaborwa,-23.9333,31.1167
25061,Fokino,53.45,34.4167
25062,Vohringen,48.2833,10.0833
25063,Fujikawa,35.5611,138.4614
25064,Dundigal,17.5781,78.4288
25065,Leuna,51.3167,12.0167
25066,Sabang,22.183,87.599
25067,Chelsea,33.3255,-86.6299
25068,Maria da Fe,-22.3078,-45.375
25069,Gurinhem,-7.1239,-35.4239
25070,Ionia,42.9772,-85.0727
25071,Pineville,31.3414,-92.4096
25072,Grafing bei Munchen,48.05,11.9667
25073,Suluktu,39.9365,69.5678
25074,Lukoyanov,55.0383,44.4978
25075,Aldenhoven,50.8958,6.2831
25076,Tostedt,53.2833,9.7167
25077,Tempio Pausania,40.9015,9.1044
25078,Astolfo Dutra,-21.315,-42.8619
25079,Iona,26.516,-81.9601
25080,Patrocinio Paulista,-20.6394,-47.2817
25081,Castelsarrasin,44.04,1.1069
25082,Rio Azul,-25.7328,-50.7958
25083,Cleveland,33.744,-90.7285
25084,Greensburg,40.3113,-79.5444
25085,Merzifon,40.8836,35.4711
25086,Bebra,50.9711,9.7903
25087,Middleburg,30.0502,-81.9011
25088,Alvorada D'Oeste,-11.3417,-62.2861
25089,Italva,-21.4208,-41.6908
25090,Santiago de Anaya,20.3844,-98.9647
25091,Lomas de Sargentillo,-1.8833,-80.0833
25092,Xexeu,-8.8019,-35.6269
25093,Zhipingxiang,35.2949,105.6157
25094,Montabaur,50.4375,7.8258
25095,Aracatu,-14.4278,-41.4619
25096,Harrison,36.2438,-93.1198
25097,Villacidro,39.4578,8.7424
25098,Mjolby,58.3321,15.1312
25099,Galmi,13.9667,5.6744
25100,Kivertsi,50.8331,25.4614
25101,Gouveia,40.5,-7.6
25102,Sarezzo,45.65,10.2
25103,Chesterton,41.5997,-87.0548
25104,Steamboat Springs,40.4777,-106.8243
25105,St. Clair,42.7833,-82.35
25106,Holzgerlingen,48.6392,9.0108
25107,Sweden,43.1791,-77.9406
25108,Black Forest,39.0608,-104.6752
25109,Talwat,31.2883,-7.2372
25110,Bang Racham,14.8864,100.3235
25111,Moudjbara,34.5037,3.4704
25112,Fort Payne,34.4557,-85.6965
25113,Enghien,50.7,4.0333
25114,Casatenovo,45.6983,9.3117
25115,Schmolln,50.895,12.3564
25116,Oberhaching,48.0167,11.5833
25117,Montepulciano,43.1,11.7833
25118,Aleksandrow Kujawski,52.875,18.7
25119,Cherry Hill Mall,39.9384,-75.0117
25120,Fruitville,27.3328,-82.4616
25121,Santa Cruz de Bezana,43.4442,-3.9031
25122,Mor,47.3717,18.2086
25123,Wanding,24.0833,98.0667
25124,Lakewood Park,27.539,-80.3865
25125,Rio de Oro,8.2917,-73.3872
25126,El Carmen de Atrato,5.8983,-76.1431
25127,Gekhi,43.1636,45.4725
25128,Guazacapan,14.0751,-90.4161
25129,Beylul,13.2639,42.3347
25130,Bamble,59.0197,9.5608
25131,Callaway,30.1348,-85.5568
25132,Oatfield,45.4127,-122.5942
25133,Kalkar,51.7389,6.2925
25134,Muggia,45.6,13.7667
25135,Pomfret,42.4029,-79.3534
25136,Cordoba,0.8533,-77.5178
25137,Chumpak,41.8585,84.137
25138,Waunakee,43.1829,-89.4445
25139,Famenin,35.1139,48.9717
25140,La Entrada,15.05,-88.7333
25141,Itaguacu,-19.8019,-40.8558
25142,Wixom,42.5244,-83.5346
25143,Luling,29.9008,-90.3523
25144,Canton,32.5975,-90.0317
25145,Kumirimora,22.6969,88.2267
25146,Eggenfelden,48.4039,12.7642
25147,Genthin,52.4,12.1667
25148,Pell name,33.5609,-86.2669
25149,Lariano,41.7333,12.8333
25150,Belm,52.3,8.1333
25151,Campina da Lagoa,-24.5919,-52.7989
25152,Villalba,43.3,-7.6833
25153,Pecos,31.4046,-103.5057
25154,Taiyong,26.4726,108.5105
25155,Itamonte,-22.2839,-44.87
25156,Bay St. Louis,30.3281,-89.3774
25157,Biscarrosse,44.3931,-1.1639
25158,Iraci,-8.8078,-35.9519
25159,Vieste,41.8833,16.1667
25160,Mittegrossefehn,53.3833,7.5833
25161,Belle Chasse,29.8472,-90.0069
25162,Thala,35.5667,8.6667
25163,Batuan,9.8,124.1333
25164,Taphan Hin,16.2108,100.4188
25165,Havre de Grace,39.5481,-76.1145
25166,Montesarchio,41.0667,14.6333
25167,San Bartolo,15.0844,-91.4558
25168,Taishi,34.5187,135.6476
25169,Monroe,39.4461,-84.3666
25170,East Norriton,40.1506,-75.3364
25171,Ovidiu,44.27,28.56
25172,Statte,40.5667,17.2
25173,D'Iberville,30.4709,-88.9011
25174,Poco Branco,-5.6228,-35.6628
25175,Cayce,33.9458,-81.0433
25176,Chodov,50.2415,12.7534
25177,Chityal,17.2333,79.1333
25178,Nachikatsuura,33.6261,135.9408
25179,Effingham,39.1207,-88.5508
25180,Santaquin,39.9711,-111.7937
25181,Guapo,-16.8308,-49.5319
25182,Hobe Sound,27.0729,-80.1425
25183,Nesebar,42.6595,27.7247
25184,Misano Adriatico,43.9667,12.7
25185,Huangyadong,36.8039,113.4446
25186,Dubovka,49.05,44.8333
25187,Zeven,53.2969,9.2789
25188,Tako,35.7356,140.4678
25189,Uxbridge,42.0593,-71.638
25190,Wauchula,27.5469,-81.8101
25191,Colesville,39.073,-77.0009
25192,Canmore,51.089,-115.359
25193,Goshen,41.3817,-74.3498
25194,Kathevaram,16.2608,80.6368
25195,Dayton,30.0292,-94.9038
25196,Reidsville,36.3377,-79.6727
25197,Dueville,45.6333,11.55
25198,Hutchinson,44.8856,-94.3768
25199,Beesel,51.2669,6.0392
25200,Dallas,33.9153,-84.8416
25201,Plumstead,40.3878,-75.1164
25202,Alfredo Chaves,-20.635,-40.75
25203,Alcanena,39.4667,-8.6667
25204,Wanzleben,52.0667,11.4333
25205,Spiesen-Elversberg,49.3167,7.1331
25206,Oxford,42.1286,-71.8665
25207,Vilanova del Cami,41.5733,1.6381
25208,Noyon,49.5811,2.9989
25209,Toplita,46.9918,25.3709
25210,Polavaram,17.25,81.6333
25211,Pacaembu,-21.5622,-51.2606
25212,Asslar,50.5833,8.4667
25213,Kiskoros,46.6203,19.2836
25214,Beacon,41.5036,-73.9655
25215,Mar de Ajo,-36.7162,-56.6766
25216,Primeira Cruz,-2.51,-43.4378
25217,Petrolandia,-9.1828,-38.2689
25218,Ipswich,42.6857,-70.8399
25219,Dumas,35.8613,-101.9642
25220,Raymondville,26.4759,-97.7769
25221,Anapurus,-3.6719,-43.1158
25222,Vedi,39.9106,44.7278
25223,Frederick,40.1089,-104.9694
25224,Novellara,44.85,10.7333
25225,Artesia,32.8492,-104.4274
25226,Valbonne,43.6414,7.0089
25227,Polotitlan de la Ilustracion,20.2231,-99.8147
25228,New Fairfield,41.488,-73.4882
25229,Fagnano Olona,45.6667,8.8667
25230,Tucacas,10.7978,-68.3175
25231,Ping'anbao,40.4901,117.5973
25232,Babaeski,41.4325,27.0931
25233,North Mankato,44.1813,-94.0387
25234,Curiuva,-24.0328,-50.4578
25235,Wakasa,35.5489,135.9083
25236,Meckenbeuren,47.7,9.5625
25237,Champadanga,22.8275,87.9844
25238,Shawangunk,41.6335,-74.2654
25239,Fujimi,35.9147,138.2408
25240,Maracai,-22.6106,-50.6672
25241,Dennis,41.7064,-70.1643
25242,Pirallahi,40.4708,50.3217
25243,Glenpool,35.9485,-96.0052
25244,Marmeleiro,-26.1489,-53.0258
25245,Oil name,41.4282,-79.7035
25246,Clinton,42.4119,-71.6888
25247,Brejo do Cruz,-6.3489,-37.4978
25248,Oulad Chikh,32.8544,-7.5386
25249,Gien,47.6981,2.625
25250,Hammonton,39.6572,-74.7678
25251,Orange,41.2827,-73.0272
25252,New Kingman-Butler,35.2645,-114.0091
25253,Kaladgi,16.204,75.5
25254,Kamigori,34.8736,134.3561
25255,Diego de Almagro,-26.3667,-70.05
25256,Deming,32.2631,-107.7525
25257,Big Rapids,43.6992,-85.4806
25258,Waikanae,-40.876,175.064
25259,Zhovkva,50.0667,23.9667
25260,Llanera,43.4667,-5.9333
25261,Miami Springs,25.8195,-80.2894
25262,San Prisco,41.0833,14.2833
25263,Fulshear,29.693,-95.8792
25264,Engenheiro Beltrao,-23.7969,-52.2689
25265,Cromwell,41.6122,-72.6638
25266,Frei Paulo,-10.5489,-37.5339
25267,South Venice,27.0434,-82.4152
25268,Khmis Sidi al 'Aydi,33.1228,-7.6219
25269,Chaoyangdicun,42.0221,118.2178
25270,Gaesti,44.7208,25.3147
25271,Allouez,44.4721,-88.0261
25272,Princeton,33.1778,-96.5044
25273,Ipanguacu,-5.4978,-36.855
25274,Baraboo,43.4695,-89.7376
25275,Douar Lehgagcha,32.55,-8.7167
25276,San Agustin de Guadalix,40.6781,-3.615
25277,Gura Humorului,47.5542,25.8875
25278,Lanuvio,41.6833,12.7
25279,Cavarzere,45.137,12.0817
25280,Jericho,40.7875,-73.5416
25281,Higashimiyoshi,34.0367,133.9369
25282,Zhashkiv,49.25,30.1
25283,North Battleford,52.7575,-108.2861
25284,Salisbury,40.5768,-75.4535
25285,Guape,-20.7619,-45.9178
25286,Corupa,-26.425,-49.2428
25287,Jutai,-2.7469,-66.7669
25288,Kauhajoki,62.4319,22.1794
25289,Wanze,50.5353,5.2133
25290,Hatoyama,35.9817,139.3342
25291,Philippsburg,49.2369,8.4547
25292,Paruchuru,15.9667,80.2667
25293,Erbach,49.6569,8.9931
25294,Wommelgem,51.2036,4.5219
25295,Pembroke,45.8167,-77.1
25296,Jinmingsi,38.0512,110.2869
25297,El Sobrante,33.8724,-117.4625
25298,Cahokia,38.5649,-90.1792
25299,Niquinohomo,11.9,-86.1
25300,Arroio dos Ratos,-30.0769,-51.7289
25301,Springdale,39.8769,-74.9723
25302,Oak Island,33.9434,-78.1366
25303,Santo Augusto,-27.8508,-53.7769
25304,Saint-Gilles,43.6778,4.4311
25305,Casinhas,-7.7411,-35.7211
25306,Melsungen,51.1333,9.55
25307,Gramercy,30.061,-90.6928
25308,Atlantic Beach,30.3371,-81.4128
25309,Zabreh,49.8826,16.8723
25310,Guapi,2.5604,-77.86
25311,Hassfurt,50.0353,10.5123
25312,Demre,36.255,29.9978
25313,Teays Valley,38.4482,-81.924
25314,Oud-Turnhout,51.3178,4.9817
25315,Canals,38.9611,-0.585
25316,Ephrata,40.1812,-76.1811
25317,Cabo Verde,-21.4719,-46.3958
25318,Sant'Angelo Lodigiano,45.2389,9.4097
25319,Oosterzele,50.9458,3.8042
25320,Tomino,41.9833,-8.7167
25321,Helensburgh,56.0166,-4.7333
25322,Oak Park,34.1849,-118.7669
25323,Ban Tha Luang Lang,12.6376,102.0884
25324,Arcozelo,41.0555,-8.6395
25325,Mirai,-21.195,-42.6139
25326,Couvin,50.0519,4.4961
25327,Saddle Brook,40.9033,-74.0955
25328,San Pietro Vernotico,40.4833,18.05
25329,Uruana,-15.4978,-49.6878
25330,Horodyshche,49.2925,31.4581
25331,Richmond Hill,31.9013,-81.3125
25332,Apostolove,47.6595,33.717
25333,Forlimpopoli,44.1833,12.1333
25334,Peri-Mirim,-2.5778,-44.8539
25335,Granville,48.8381,-1.5869
25336,Brandermill,37.434,-77.6522
25337,Joaquim Pires,-3.5078,-42.1978
25338,Machados,-7.6858,-35.515
25339,Latisana,45.7833,13
25340,Yamanobe,38.2892,140.2625
25341,Berre-l'Etang,43.4756,5.1681
25342,Islahiye,37.0264,36.6322
25343,Ak-Dovurak,51.1667,90.6
25344,Alagoinha,-8.4658,-36.7758
25345,Jupi,-8.7119,-36.415
25346,Selston,53.07,-1.3
25347,Lich,50.5217,8.8208
25348,Lamas,-6.4167,-76.5333
25349,Rutherford,-32.715,151.5317
25350,Forrest name,35.0135,-90.7931
25351,Sun Village,34.5596,-117.9559
25352,Jindayris,36.3947,36.6889
25353,Ghoradal,22.0519,88.3594
25354,Arzachena,41.0801,9.388
25355,Crispiano,40.6,17.2333
25356,Uppada,17.0883,82.3333
25357,Jardin,5.5983,-75.8197
25358,Eichstatt,48.8919,11.1839
25359,Mwinilunga,-11.7396,24.44
25360,Soller,39.7667,2.7
25361,Zarghun Shahr,32.85,68.4167
25362,Moorestown-Lenola,39.9659,-74.9643
25363,Heliopolis,-10.6828,-38.2858
25364,Melenki,55.3333,41.6333
25365,Mbulu,-3.8496,35.53
25366,Wayland,42.3585,-71.3594
25367,Neckargemund,49.3939,8.7975
25368,Bovenden,51.5897,9.9222
25369,Marienheide,51.0833,7.5333
25370,Lauterbach,50.6378,9.3944
25371,Pelham,42.7336,-71.324
25372,Carmopolis,-10.6478,-36.9889
25373,Nallajerla,16.95,81.4
25374,Fergus Falls,46.2853,-96.076
25375,Wlodawa,51.55,23.55
25376,Curua,-1.8878,-55.1169
25377,Carmo de Minas,-22.1219,-45.1289
25378,Spaichingen,48.0758,8.7378
25379,Amrabad,16.3833,78.8333
25380,Verin,41.9408,-7.4358
25381,Shodoshima,34.4819,134.2336
25382,Hola Prystan,46.5167,32.5167
25383,Aurora,42.7382,-78.6373
25384,Kupino,54.3667,77.3
25385,Ponduru,18.3508,83.7567
25386,Chiran,31.3783,130.4416
25387,Mont-Laurier,46.55,-75.5
25388,Munchenstein,47.5186,7.6174
25389,Castel San Giovanni,45.0591,9.4342
25390,Ahrensfelde,52.5758,13.5764
25391,Goldap,54.3063,22.3036
25392,Uzwil,47.45,9.1333
25393,Hilpoltstein,49.1833,11.1833
25394,Tarumizu,31.4928,130.7011
25395,La Quiaca,-22.1056,-65.6
25396,Conneaut,41.9278,-80.5685
25397,Nether Providence,39.8971,-75.3697
25398,Mansidao,-10.7158,-44.0339
25399,Biedenkopf,50.9128,8.5322
25400,Chalette-sur-Loing,48.0117,2.7358
25401,Khomam,37.4,49.6667
25402,Sampaloc,14.1667,121.5833
25403,Bollene,44.2803,4.7489
25404,Thomaston,32.8908,-84.3271
25405,Strathmore,51.0378,-113.4003
25406,Palmeirais,-5.9778,-43.0628
25407,Boechout,51.1636,4.4964
25408,Levelland,33.5806,-102.3636
25409,Bandarbeyla,9.4833,50.8167
25410,Filandia,4.6733,-75.6583
25411,Alleroy,43.25,46.1333
25412,Grunberg,50.6,8.95
25413,Harsefeld,53.45,9.5
25414,Palmetto,27.5251,-82.575
25415,Schoonhoven,51.9475,4.8486
25416,Neunkirchen,50.7861,8.0056
25417,Futrono,-40.1333,-72.4
25418,Puxinana,-7.1608,-35.9608
25419,Piney Green,34.7498,-77.3208
25420,Caledon,-34.23,19.4283
25421,Xireg,36.9257,98.4837
25422,Kafr `Awan,32.4167,35.6833
25423,Satoraljaujhely,48.3941,21.6561
25424,Carlopolis,-23.425,-49.7208
25425,Fort Campbell North,36.6554,-87.4658
25426,Sao Jose do Cedro,-26.455,-53.4939
25427,Camponogara,45.3833,12.0667
25428,Sabbavaram,17.79,83.123
25429,Mangha,23.37,98.9892
25430,Millbury,42.1925,-71.7741
25431,Andarai,-12.8069,-41.3308
25432,Motupe,-6.1519,-79.7142
25433,Kawatana,33.0728,129.8614
25434,Kollipara,16.2877,80.7519
25435,Cobh,51.851,-8.2967
25436,Altos del Rosario,8.7914,-74.1636
25437,Kuleshovka,47.0794,39.5378
25438,Pierrelatte,44.3775,4.6961
25439,Sao Joao do Triunfo,-25.6828,-50.2969
25440,Hinabangan,11.7,125.0667
25441,Jimbolia,45.7917,20.7222
25442,Schermbeck,51.695,6.8756
25443,Bergen,54.4167,13.4333
25444,Massaranduba,-7.2,-35.7889
25445,Blegny,50.6667,5.7333
25446,Yongcong,26.0451,109.1327
25447,San Pedro Pochutla,15.7463,-96.4652
25448,Tamsaout,29.5374,-8.8584
25449,Saugeen Shores,44.4333,-81.3667
25450,Hickory Hills,41.7248,-87.8281
25451,Tavsanli,39.5461,29.4922
25452,Quartucciu,39.2529,9.1762
25453,Meruoca,-3.5419,-40.455
25454,Margraten,50.8225,5.8203
25455,Quata,-22.2475,-50.6983
25456,Robinson,40.4578,-80.1334
25457,Beach Park,42.4261,-87.8584
25458,Ad Duraykish,34.8969,36.1346
25459,Burglengenfeld,49.2061,12.0409
25460,Bully-les-Mines,50.4419,2.7244
25461,Winsum,53.3312,6.5157
25462,East Milton,30.6175,-86.9636
25463,Satuba,-9.5628,-35.8239
25464,Camapua,-19.5308,-54.0439
25465,Grammichele,37.2167,14.6333
25466,Hunxe,51.6417,6.7672
25467,Birstall,52.6736,-1.12
25468,Fontenay-le-Comte,46.4669,-0.8064
25469,Weissenhorn,48.3044,10.1593
25470,Cidelandia,-5.1739,-47.7819
25471,Lanuza,9.2342,126.0644
25472,San Jorge,14.9253,-89.5897
25473,Patiram,25.3167,88.75
25474,Ihtiman,42.4374,23.8164
25475,Sharonville,39.2825,-84.4071
25476,Lappersdorf,49.0525,12.0903
25477,West Freehold,40.2324,-74.2943
25478,Dinant,50.2564,4.9136
25479,Middlesex,40.5744,-74.5011
25480,Thompson,55.7433,-97.8553
25481,Gopalnagar,22.8289,88.2139
25482,Quierschied,49.3167,7.05
25483,Bunhe,48.2206,38.2739
25484,Castelfranco di Sotto,43.7,10.75
25485,Spring Creek,40.7386,-115.5971
25486,St. James,40.8761,-73.1521
25487,Vigodarzere,45.45,11.8833
25488,Nikolayevsk,50.0167,45.45
25489,Maumee,41.5696,-83.6636
25490,Caldeirao Grande,-11.02,-40.3028
25491,Alto Parana,-23.1289,-52.3189
